customer_id,credit_score,country,gender,age,tenure,formatted_balance,formatted_salary,balance,estimated_salary,products_number,credit_card,active_member,churn,Age_Group
15569590,601,Germany,Male,42,1,"$98,495.72","$40,014.76",98495.72,40014.76,1,1,0,1,Mid-Career
15760861,619,France,Male,43,1,"$125,211.92","$113,410.49",125211.92,113410.49,1,1,1,0,Mid-Career
15630053,656,France,Male,45,5,"$127,864.40","$87,107.57",127864.4,87107.57,1,1,0,0,Mid-Career
15647091,725,Germany,Male,19,0,"$75,888.20","$45,613.75",75888.2,45613.75,1,0,0,0,Young Adult
15623944,511,Spain,Female,66,4,$0.00,"$1,643.11",0,1643.11,1,1,0,1,Senior
15804771,614,France,Male,51,4,"$40,685.92","$46,775.28",40685.92,46775.28,1,1,1,0,Senior
15651280,742,Germany,Male,35,5,"$136,857.00","$84,509.57",136857,84509.57,1,0,0,0,Mid-Career
15773469,687,Germany,Female,27,9,"$152,328.88","$126,494.82",152328.88,126494.82,2,0,0,0,Young Adult
15702014,555,Spain,Male,33,1,"$56,084.69","$178,798.13",56084.69,178798.13,2,0,0,0,Mid-Career
15751208,684,Spain,Male,56,8,"$78,707.16","$99,398.36",78707.16,99398.36,1,1,1,0,Senior
15592461,603,Germany,Male,26,4,"$109,166.37","$92,840.67",109166.37,92840.67,1,1,1,0,Young Adult
15789484,751,Germany,Female,36,6,"$169,831.46","$27,758.36",169831.46,27758.36,2,1,1,0,Mid-Career
15696061,581,Germany,Female,34,1,"$101,633.04","$110,431.51",101633.04,110431.51,1,1,0,0,Mid-Career
15641582,735,Germany,Male,43,10,"$123,180.01","$196,673.28",123180.01,196673.28,2,1,1,0,Mid-Career
15638424,661,Germany,Female,35,5,"$150,725.53","$113,656.85",150725.53,113656.85,2,0,1,0,Mid-Career
15755648,675,France,Female,21,8,"$98,373.26","$18,203.00",98373.26,18203,1,1,0,0,Young Adult
15703793,738,Germany,Male,58,2,"$133,745.44","$28,373.86",133745.44,28373.86,4,1,0,1,Senior
15620344,813,France,Male,29,6,$0.00,"$33,953.87",0,33953.87,1,1,0,0,Young Adult
15812518,657,Spain,Female,37,0,"$163,607.18","$44,203.55",163607.18,44203.55,1,0,1,0,Mid-Career
15779052,604,Germany,Female,25,5,"$157,780.84","$58,426.81",157780.84,58426.81,2,1,1,0,Young Adult
15770811,519,France,Male,36,9,$0.00,"$145,562.40",0,145562.4,2,0,1,0,Mid-Career
15780961,735,France,Female,21,1,"$178,718.19","$22,388.00",178718.19,22388,2,1,0,0,Young Adult
15614049,664,France,Male,55,8,$0.00,"$139,161.64",0,139161.64,2,1,1,0,Senior
15662085,678,France,Female,32,9,$0.00,"$148,210.64",0,148210.64,1,1,1,0,Mid-Career
15575185,757,Spain,Male,33,5,"$77,253.22","$194,239.63",77253.22,194239.63,1,0,1,0,Mid-Career
15803136,416,Germany,Female,41,10,"$122,189.66","$98,301.61",122189.66,98301.61,2,1,0,0,Mid-Career
15706021,665,France,Female,34,1,"$96,645.54","$171,413.66",96645.54,171413.66,2,0,0,0,Mid-Career
15663706,777,France,Female,32,2,$0.00,"$136,458.19",0,136458.19,1,1,0,1,Mid-Career
15641732,543,France,Female,36,3,$0.00,"$26,019.59",0,26019.59,2,0,0,0,Mid-Career
15701164,506,France,Female,34,4,"$90,307.62","$159,235.29",90307.62,159235.29,1,1,1,0,Mid-Career
15738751,493,France,Female,46,4,$0.00,"$1,907.66",0,1907.66,2,1,0,0,Mid-Career
15805254,652,Spain,Female,75,10,$0.00,"$114,675.75",0,114675.75,2,1,1,0,Senior
15762418,750,Spain,Male,22,3,"$121,681.82","$128,643.35",121681.82,128643.35,1,1,0,1,Young Adult
15625759,729,France,Male,30,9,$0.00,"$151,869.35",0,151869.35,2,1,0,0,Mid-Career
15622897,646,France,Female,46,4,$0.00,"$93,251.42",0,93251.42,3,1,0,1,Mid-Career
15767954,635,Germany,Female,28,3,"$81,623.67","$156,791.36",81623.67,156791.36,2,1,1,0,Young Adult
15757535,647,Spain,Female,44,5,$0.00,"$174,205.22",0,174205.22,3,1,1,1,Mid-Career
15731511,808,France,Male,45,7,"$118,626.55","$147,132.46",118626.55,147132.46,2,1,0,0,Mid-Career
15809248,524,France,Female,36,10,$0.00,"$109,614.57",0,109614.57,2,1,0,0,Mid-Career
15640635,769,France,Male,29,8,$0.00,"$172,290.61",0,172290.61,2,1,1,0,Young Adult
15676966,730,Spain,Male,42,4,$0.00,"$85,982.47",0,85982.47,2,0,1,0,Mid-Career
15699461,515,Spain,Male,35,10,"$176,273.95","$121,277.78",176273.95,121277.78,1,0,1,0,Mid-Career
15738721,773,Spain,Male,41,9,"$102,827.44","$64,595.25",102827.44,64595.25,1,0,1,0,Mid-Career
15693683,814,Germany,Male,29,8,"$97,086.40","$197,276.13",97086.4,197276.13,2,1,1,0,Young Adult
15604348,710,Spain,Male,22,8,$0.00,"$99,645.04",0,99645.04,2,0,0,0,Young Adult
15633059,413,France,Male,34,9,$0.00,"$6,534.18",0,6534.18,2,0,0,0,Mid-Career
15808582,665,France,Female,40,6,$0.00,"$161,848.03",0,161848.03,1,1,1,0,Mid-Career
15743192,623,France,Female,44,6,$0.00,"$167,162.43",0,167162.43,2,0,0,0,Mid-Career
15580146,738,France,Male,31,9,"$82,674.15","$41,970.72",82674.15,41970.72,1,1,0,0,Mid-Career
15776605,528,Spain,Male,36,7,$0.00,"$60,536.56",0,60536.56,2,1,0,0,Mid-Career
15804919,670,Spain,Female,65,1,$0.00,"$177,655.68",0,177655.68,1,1,1,1,Senior
15613854,622,Spain,Female,46,4,"$107,073.27","$30,984.59",107073.27,30984.59,2,1,1,1,Mid-Career
15599195,582,Germany,Male,32,1,"$88,938.62","$10,054.53",88938.62,10054.53,1,1,1,0,Mid-Career
15812878,785,Germany,Female,36,2,"$99,806.85","$36,976.52",99806.85,36976.52,1,0,1,0,Mid-Career
15602312,605,Spain,Male,33,5,"$150,092.80","$71,862.79",150092.8,71862.79,1,0,0,0,Mid-Career
15744689,479,Germany,Male,35,9,"$92,833.89","$99,449.86",92833.89,99449.86,1,1,0,1,Mid-Career
15803526,685,Germany,Male,30,3,"$90,536.81","$63,082.88",90536.81,63082.88,1,0,1,0,Mid-Career
15665790,538,Germany,Male,39,7,"$108,055.10","$27,231.26",108055.1,27231.26,2,1,0,0,Mid-Career
15715951,562,France,Male,42,2,"$100,238.35","$86,797.41",100238.35,86797.41,1,0,0,0,Mid-Career
15591100,675,Spain,Male,36,9,"$106,190.55","$22,994.32",106190.55,22994.32,1,0,1,0,Mid-Career
15609618,721,Germany,Male,28,9,"$154,475.54","$101,300.94",154475.54,101300.94,2,0,1,1,Young Adult
15675522,628,Germany,Female,30,9,"$132,351.29","$74,169.13",132351.29,74169.13,2,1,1,0,Mid-Career
15705512,668,Germany,Female,37,6,"$167,864.40","$115,638.29",167864.4,115638.29,1,1,0,0,Mid-Career
15698028,506,France,Female,41,1,$0.00,"$31,766.30",0,31766.3,2,1,0,0,Mid-Career
15661670,524,Germany,Female,31,8,"$107,818.63","$199,725.39",107818.63,199725.39,1,1,0,1,Mid-Career
15600781,699,Germany,Male,34,4,"$185,173.81","$120,834.48",185173.81,120834.48,2,1,0,0,Mid-Career
15682472,828,France,Male,34,8,"$129,433.34","$38,131.77",129433.34,38131.77,2,0,0,0,Mid-Career
15580203,674,Spain,Male,39,6,"$120,193.42","$100,130.95",120193.42,100130.95,1,0,0,0,Mid-Career
15690673,656,France,Female,39,6,$0.00,"$141,069.88",0,141069.88,2,1,0,0,Mid-Career
15760085,684,Germany,Female,48,10,"$126,384.42","$198,129.36",126384.42,198129.36,1,1,1,0,Mid-Career
15779659,625,France,Female,28,3,$0.00,"$183,646.41",0,183646.41,1,0,0,0,Young Adult
15627360,432,France,Male,42,9,"$152,603.45","$110,265.24",152603.45,110265.24,1,1,0,1,Mid-Career
15671137,549,France,Female,52,1,$0.00,"$8,636.05",0,8636.05,1,0,1,1,Senior
15782688,625,Germany,Male,56,0,"$148,507.24","$46,824.08",148507.24,46824.08,1,1,0,1,Senior
15575492,828,France,Female,41,7,$0.00,"$171,378.77",0,171378.77,2,1,0,0,Mid-Career
15591607,770,France,Male,24,9,"$101,827.07","$167,256.35",101827.07,167256.35,1,1,0,0,Young Adult
15740404,758,France,Female,34,3,$0.00,"$124,226.16",0,124226.16,2,1,1,0,Mid-Career
15718369,795,Germany,Female,33,9,"$130,862.43","$114,935.21",130862.43,114935.21,1,1,1,0,Mid-Career
15677871,687,France,Male,38,9,"$122,570.87","$35,608.88",122570.87,35608.88,1,1,1,0,Mid-Career
15642004,686,France,Male,25,1,$0.00,"$16,459.37",0,16459.37,2,0,1,0,Young Adult
15712543,789,Germany,Male,39,7,"$124,828.46","$124,411.08",124828.46,124411.08,2,1,1,0,Mid-Career
15584518,589,Germany,Female,50,5,"$144,895.05","$34,941.23",144895.05,34941.23,2,1,1,0,Mid-Career
15802381,461,Germany,Female,34,5,"$63,663.93","$167,784.28",63663.93,167784.28,1,0,1,0,Mid-Career
15610156,637,France,Male,40,2,"$133,463.10","$93,165.34",133463.1,93165.34,1,0,1,0,Mid-Career
15594408,584,Spain,Female,48,2,"$213,146.20","$75,161.25",213146.2,75161.25,1,1,0,1,Mid-Career
15640905,579,Spain,Female,35,1,"$129,490.36","$8,590.83",129490.36,8590.83,2,0,1,1,Mid-Career
15698932,756,Germany,Male,44,10,"$137,452.09","$189,543.90",137452.09,189543.9,1,1,0,0,Mid-Career
15724944,663,France,Male,34,7,$0.00,"$180,427.24",0,180427.24,2,1,1,0,Mid-Career
15628145,682,France,Female,43,5,"$125,851.93","$193,318.33",125851.93,193318.33,1,1,1,0,Mid-Career
15713483,793,Spain,Male,52,2,$0.00,"$159,123.82",0,159123.82,1,1,0,1,Senior
15612350,691,France,Female,31,5,"$40,915.55","$126,213.84",40915.55,126213.84,1,1,0,1,Mid-Career
15800703,485,Spain,Female,21,5,"$113,157.22","$54,141.50",113157.22,54141.5,1,1,1,0,Young Adult
15705707,635,Spain,Female,29,8,"$138,296.94","$141,075.51",138296.94,141075.51,2,1,0,0,Young Adult
15754105,650,France,Male,37,5,"$106,967.18","$24,495.03",106967.18,24495.03,1,0,0,0,Mid-Career
15703264,735,France,Male,44,9,"$120,681.63","$74,836.34",120681.63,74836.34,1,1,0,0,Mid-Career
15794413,416,France,Male,32,0,$0.00,$878.87,0,878.87,2,0,1,0,Mid-Career
15650237,754,Spain,Female,32,7,$0.00,"$89,520.75",0,89520.75,2,1,0,0,Mid-Career
15759618,535,France,Female,48,9,$0.00,"$149,892.79",0,149892.79,1,1,0,1,Mid-Career
15811589,716,Spain,Male,42,8,$0.00,"$180,800.42",0,180800.42,2,1,0,0,Mid-Career
15689044,539,France,Male,37,2,"$127,609.59","$98,646.22",127609.59,98646.22,1,1,0,0,Mid-Career
15709368,614,France,Female,43,6,$0.00,"$109,041.53",0,109041.53,2,1,1,0,Mid-Career
15679145,706,Spain,Male,57,7,$0.00,"$17,941.16",0,17941.16,1,1,0,1,Senior
15655007,758,France,Female,33,7,$0.00,"$82,996.47",0,82996.47,2,0,0,0,Mid-Career
15623595,586,Spain,Female,28,2,$0.00,"$92,067.35",0,92067.35,2,1,1,0,Young Adult
15589975,646,France,Female,73,6,"$97,259.25","$104,719.66",97259.25,104719.66,1,0,1,0,Senior
15804017,631,Germany,Female,33,4,"$123,246.70","$112,687.57",123246.7,112687.57,1,0,0,0,Mid-Career
15692132,717,Spain,Female,22,6,"$101,060.25","$84,699.56",101060.25,84699.56,1,0,1,0,Young Adult
15641122,684,France,Male,30,2,$0.00,"$83,473.82",0,83473.82,2,1,0,0,Mid-Career
15630910,800,France,Female,49,7,"$108,007.36","$47,125.11",108007.36,47125.11,1,0,0,0,Mid-Career
15680772,721,Spain,Female,36,2,$0.00,"$106,977.80",0,106977.8,2,1,1,0,Mid-Career
15658929,683,Spain,Male,29,0,"$133,702.89","$55,582.54",133702.89,55582.54,1,1,0,1,Young Adult
15585388,660,Germany,Male,31,9,"$125,189.75","$139,874.43",125189.75,139874.43,2,1,1,0,Mid-Career
15724623,704,Germany,Female,24,7,"$113,034.22","$162,503.48",113034.22,162503.48,1,1,0,1,Young Adult
15588537,615,Spain,Female,41,9,"$109,013.23","$196,499.96",109013.23,196499.96,1,1,0,0,Mid-Career
15574692,667,Spain,Female,39,2,$0.00,"$40,721.24",0,40721.24,2,1,0,1,Mid-Career
15611325,682,Germany,Male,24,9,"$57,929.81","$53,134.30",57929.81,53134.3,2,0,0,0,Young Adult
15587562,484,France,Female,29,4,"$130,114.39","$164,017.89",130114.39,164017.89,1,1,0,0,Young Adult
15613172,628,Germany,Male,27,5,"$95,826.49","$155,996.96",95826.49,155996.96,2,1,0,0,Young Adult
15651022,480,Germany,Male,44,10,"$129,608.57","$5,472.70",129608.57,5472.7,1,1,0,1,Mid-Career
15586310,578,France,Male,30,4,"$169,462.09","$112,187.11",169462.09,112187.11,1,1,0,0,Mid-Career
15625524,512,France,Male,40,5,$0.00,"$146,457.83",0,146457.83,2,1,1,0,Mid-Career
15755209,484,Spain,Female,35,7,"$133,868.21","$27,286.10",133868.21,27286.1,1,1,1,0,Mid-Career
15645248,510,France,Female,30,0,$0.00,"$130,553.47",0,130553.47,2,1,1,0,Mid-Career
15790355,606,Germany,Male,36,5,"$190,479.48","$179,351.89",190479.48,179351.89,2,0,0,0,Mid-Career
15762615,597,Spain,Female,40,8,"$101,993.12","$94,774.12",101993.12,94774.12,1,0,1,0,Mid-Career
15625426,754,Germany,Female,55,3,"$161,608.81","$8,080.85",161608.81,8080.85,1,1,0,1,Senior
15716334,850,Spain,Female,45,2,"$122,311.21","$19,482.50",122311.21,19482.5,1,1,1,0,Mid-Career
15789669,510,France,Male,65,2,$0.00,"$48,071.61",0,48071.61,2,1,1,0,Senior
15621075,778,Germany,Female,45,1,"$162,150.42","$174,531.27",162150.42,174531.27,2,1,0,0,Mid-Career
15810845,636,France,Male,42,2,$0.00,"$55,470.78",0,55470.78,2,1,1,0,Mid-Career
15719377,804,France,Female,50,4,$0.00,"$8,546.87",0,8546.87,1,1,1,1,Mid-Career
15654506,514,France,Male,32,8,$0.00,"$95,857.18",0,95857.18,2,1,0,0,Mid-Career
15771977,730,France,Female,39,1,"$99,010.67","$194,945.80",99010.67,194945.8,1,1,0,0,Mid-Career
15708710,525,Spain,Female,37,0,$0.00,"$131,521.72",0,131521.72,1,0,1,0,Mid-Career
15726676,616,Spain,Male,30,5,$0.00,"$196,108.51",0,196108.51,2,0,1,0,Mid-Career
15587421,687,Germany,Female,34,7,"$111,388.18","$148,564.76",111388.18,148564.76,2,1,0,0,Mid-Career
15726931,715,France,Female,41,8,"$56,214.85","$92,982.61",56214.85,92982.61,2,0,0,1,Mid-Career
15771086,512,France,Female,36,3,"$84,327.77","$17,675.36",84327.77,17675.36,2,1,0,0,Mid-Career
15756850,479,France,Male,40,1,$0.00,"$114,996.43",0,114996.43,2,0,0,0,Mid-Career
15702741,601,France,Male,32,8,"$93,012.89","$86,957.42",93012.89,86957.42,1,1,0,0,Mid-Career
15679200,580,Spain,Male,29,9,"$61,710.44","$128,077.80",61710.44,128077.8,2,1,0,0,Young Adult
15594815,807,France,Male,35,3,"$174,790.15",$600.36,174790.15,600.36,1,1,1,0,Mid-Career
15635905,616,Spain,Female,32,6,$0.00,"$43,001.46",0,43001.46,2,1,1,0,Mid-Career
15777892,721,Germany,Male,37,3,"$107,720.64","$158,591.12",107720.64,158591.12,1,1,1,0,Mid-Career
15656176,501,France,Male,57,10,$0.00,"$47,847.19",0,47847.19,2,1,1,0,Senior
15811127,521,France,Male,35,6,"$96,423.84","$10,488.44",96423.84,10488.44,1,1,0,0,Mid-Career
15604482,850,Spain,Male,30,2,"$141,040.01","$5,978.20",141040.01,5978.2,1,1,1,0,Mid-Career
15622911,759,France,Male,42,4,"$105,420.18","$121,409.06",105420.18,121409.06,1,0,1,0,Mid-Career
15600974,516,Spain,Male,50,5,$0.00,"$146,145.93",0,146145.93,1,0,1,1,Mid-Career
15727868,711,France,Female,38,2,"$129,022.06","$14,374.86",129022.06,14374.86,2,1,1,1,Mid-Career
15627801,512,Spain,Male,33,3,"$176,666.62","$94,670.77",176666.62,94670.77,1,1,0,0,Mid-Career
15773039,550,France,Male,37,3,$0.00,"$179,670.31",0,179670.31,1,1,1,0,Mid-Career
15755262,608,Spain,Female,41,3,"$89,763.84","$199,304.74",89763.84,199304.74,1,0,0,1,Mid-Career
15679531,618,France,Male,34,5,"$134,954.53","$151,954.39",134954.53,151954.39,1,1,1,0,Mid-Career
15684181,643,France,Male,45,5,$0.00,"$142,513.50",0,142513.5,1,1,0,1,Mid-Career
15612087,671,France,Male,45,2,"$106,376.85","$158,264.62",106376.85,158264.62,1,0,1,0,Mid-Career
15752047,689,Germany,Male,33,2,"$161,814.64","$169,381.90",161814.64,169381.9,2,1,0,0,Mid-Career
15624592,603,France,Male,31,8,$0.00,"$169,915.02",0,169915.02,2,1,1,0,Mid-Career
15573152,620,France,Female,41,9,$0.00,"$88,852.47",0,88852.47,2,0,0,0,Mid-Career
15594917,676,France,Female,34,1,"$63,095.01","$40,645.81",63095.01,40645.81,1,1,1,0,Mid-Career
15785542,572,Germany,Male,26,4,"$118,287.01","$60,427.30",118287.01,60427.3,2,0,0,0,Young Adult
15723488,668,Germany,Male,47,7,"$106,854.21","$157,959.02",106854.21,157959.02,1,0,1,1,Mid-Career
15680920,695,France,Male,46,7,"$49,512.55","$133,007.34",49512.55,133007.34,1,1,0,0,Mid-Career
15786308,730,Spain,Female,33,9,$0.00,"$176,576.62",0,176576.62,2,0,0,0,Mid-Career
15659366,807,France,Male,43,1,"$105,799.32","$34,888.04",105799.32,34888.04,2,1,0,1,Mid-Career
15774854,592,France,Male,54,8,$0.00,"$28,737.71",0,28737.71,1,1,1,1,Senior
15725311,726,France,Female,31,9,"$114,722.05","$98,178.57",114722.05,98178.57,2,1,1,0,Mid-Career
15787155,514,Spain,Male,30,7,$0.00,"$125,010.24",0,125010.24,1,0,1,0,Mid-Career
15727829,567,France,Male,42,2,$0.00,"$167,984.61",0,167984.61,2,1,1,0,Mid-Career
15733247,850,France,Male,33,10,$0.00,"$4,861.72",0,4861.72,1,1,0,1,Mid-Career
15568748,671,Germany,Male,45,6,"$99,564.22","$108,872.45",99564.22,108872.45,1,1,1,1,Mid-Career
15699029,670,France,Male,37,4,"$170,557.91","$198,252.88",170557.91,198252.88,2,1,0,0,Mid-Career
15774393,694,France,Female,30,9,$0.00,"$26,960.31",0,26960.31,2,1,1,0,Mid-Career
15676895,547,Germany,Female,39,6,"$74,596.15","$85,746.52",74596.15,85746.52,3,1,1,1,Mid-Career
15637753,751,Germany,Male,50,2,"$96,888.39","$77,206.25",96888.39,77206.25,1,1,0,1,Mid-Career
15605461,594,Germany,Female,29,3,"$130,830.22","$61,048.53",130830.22,61048.53,1,1,0,0,Young Adult
15808473,673,France,Male,72,1,$0.00,"$111,981.19",0,111981.19,2,0,1,0,Senior
15627000,610,France,Male,40,0,$0.00,"$62,232.60",0,62232.6,2,1,0,0,Mid-Career
15787174,512,France,Female,37,1,$0.00,"$156,105.03",0,156105.03,2,0,1,0,Mid-Career
15723886,767,Germany,Male,20,3,"$119,714.25","$150,135.38",119714.25,150135.38,2,0,1,0,Young Adult
15704769,585,France,Female,67,5,"$113,978.97","$93,146.11",113978.97,93146.11,2,0,1,0,Senior
15772896,763,Germany,Male,42,6,"$100,160.75","$33,462.94",100160.75,33462.94,1,1,0,1,Mid-Career
15711540,712,France,Female,29,2,$0.00,"$144,375.00",0,144375,1,1,1,0,Young Adult
15764866,539,Germany,Female,43,3,"$116,220.50","$55,803.96",116220.5,55803.96,3,1,0,1,Mid-Career
15794056,668,France,Female,46,2,$0.00,"$89,048.46",0,89048.46,3,1,0,1,Mid-Career
15795149,703,France,Male,28,2,"$81,173.83","$162,812.16",81173.83,162812.16,2,0,1,0,Young Adult
15812009,662,Spain,Male,38,4,$0.00,"$136,259.65",0,136259.65,2,1,0,0,Mid-Career
15651001,725,Germany,Female,39,5,"$116,803.80","$124,052.97",116803.8,124052.97,1,1,0,0,Mid-Career
15813844,703,France,Male,37,8,"$105,961.68","$74,158.80",105961.68,74158.8,2,0,1,0,Mid-Career
15596175,659,Germany,Male,67,6,"$117,411.60","$45,071.09",117411.6,45071.09,1,1,1,1,Senior
15576269,523,Spain,Male,34,7,$0.00,"$62,030.06",0,62030.06,2,1,0,0,Mid-Career
15797219,635,France,Female,40,10,"$123,497.58","$131,953.23",123497.58,131953.23,1,1,0,1,Mid-Career
15685500,772,Germany,Male,26,7,"$152,400.51","$79,414.00",152400.51,79414,2,1,0,0,Young Adult
15599792,545,France,Female,26,1,$0.00,"$199,638.56",0,199638.56,2,1,1,0,Young Adult
15657566,634,Germany,Male,24,8,"$103,097.85","$157,577.29",103097.85,157577.29,1,1,1,0,Young Adult
15772423,739,Germany,Male,54,8,"$126,418.14","$134,420.75",126418.14,134420.75,1,1,0,1,Senior
15628112,771,Germany,Female,36,5,"$77,846.90","$99,805.99",77846.9,99805.99,1,0,0,0,Mid-Career
15753754,587,Spain,Female,34,1,$0.00,"$97,932.68",0,97932.68,2,1,1,0,Mid-Career
15793726,681,France,Female,79,0,$0.00,"$170,968.99",0,170968.99,2,0,1,0,Senior
15694717,544,Germany,Male,37,2,"$79,731.91","$57,558.95",79731.91,57558.95,1,1,1,0,Mid-Career
15665834,696,Spain,Male,28,8,$0.00,"$176,713.47",0,176713.47,1,0,0,0,Young Adult
15765297,766,Spain,Male,41,0,$0.00,"$34,283.23",0,34283.23,2,0,1,0,Mid-Career
15636684,727,France,Male,34,10,$0.00,"$198,637.34",0,198637.34,2,1,1,0,Mid-Career
15592979,671,Germany,Female,34,6,"$37,266.67","$156,917.12",37266.67,156917.12,2,0,0,0,Mid-Career
